Strategy,Date,Original Cash Weight,New Cash Weight,Cash Reallocated,Original Non-SHY Weight,New Non-SHY Weight,Active Non-SHY Assets Used,Redistribution Method,Total Weight After
Trend + Inv Vol,2008-04-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2008-04-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2008-05-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2008-05-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2008-06-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2008-06-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2008-07-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2008-07-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2008-08-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2008-08-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2008-09-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2008-09-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2008-10-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2008-10-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2008-11-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2008-11-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2008-12-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2008-12-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2009-01-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2009-01-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2009-02-28,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2009-02-28,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2009-03-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2009-03-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2009-04-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2009-04-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2009-05-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2009-05-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2009-06-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2009-06-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2009-07-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2009-07-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2009-08-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2009-08-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2009-09-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2009-09-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2009-10-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2009-10-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2009-11-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2009-11-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2009-12-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2009-12-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2010-01-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2010-01-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2010-02-28,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2010-02-28,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2010-03-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2010-03-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2010-04-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2010-04-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2010-05-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2010-05-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2010-06-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2010-06-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2010-07-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2010-07-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2010-08-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2010-08-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2010-09-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2010-09-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2010-10-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2010-10-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2010-11-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2010-11-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2010-12-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2010-12-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2011-01-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2011-01-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2011-02-28,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2011-02-28,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2011-03-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2011-03-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2011-04-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2011-04-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2011-05-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2011-05-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2011-06-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2011-06-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2011-07-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2011-07-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2011-08-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2011-08-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2011-09-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2011-09-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2011-10-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2011-10-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2011-11-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2011-11-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2011-12-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2011-12-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2012-01-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2012-01-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2012-02-29,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2012-02-29,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2012-03-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2012-03-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2012-04-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2012-04-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2012-05-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2012-05-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2012-06-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2012-06-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2012-07-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2012-07-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2012-08-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2012-08-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2012-09-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2012-09-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2012-10-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2012-10-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2012-11-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2012-11-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2012-12-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2012-12-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2013-01-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2013-01-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2013-02-28,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2013-02-28,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2013-03-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2013-03-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2013-04-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2013-04-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2013-05-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2013-05-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2013-06-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2013-06-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2013-07-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2013-07-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2013-08-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2013-08-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2013-09-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2013-09-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2013-10-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2013-10-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2013-11-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2013-11-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2013-12-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2013-12-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2014-01-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2014-01-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2014-02-28,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2014-02-28,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2014-03-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2014-03-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2014-04-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2014-04-30,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol,2014-05-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
Trend + Inv Vol + Vol Cap,2014-05-31,1.0,0.1,0.9,0.0,0.8999999999999999,10,Equal-weight non-SHY fallback,0.9999999999999999
